Title,Authors,Publish_Date,Abstract,Article_Link,correspondence_author,keywords,correspondance_author_email
Metabolic retroconversion of trimethylamine N-oxide and the gut microbiota,"Lesley Hoyles, Maria L. Jiménez-Pranteda, Julien Chilloux, Francois Brial, Antonis Myridakis, Thomas Aranias, Christophe Magnan, Glenn R. Gibson, Jeremy D. Sanderson, Jeremy K. Nicholson, Dominique Gauguier, Anne L. McCartney and Marc-Emmanuel Dumas",4/20/2018,"The dietary methylamines choline, carnitine, and phosphatidylcholine are used by the gut microbiota to produce a range of metabolites, including trimethylamine (TMA). However, little is known about the use of ...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0461-0,"Anne L. McCartney,Marc-Emmanuel Dumas","Co-metabolic axis, Gut–liver axis, Metabolomics, Enterobacteriaceae, Lactic acid bacteria","a.l.mccartney@reading.ac.uk, m.dumas@imperial.ac.uk"
Similarity of the dog and human gut microbiomes in gene content and response to diet,"Luis Pedro Coelho, Jens Roat Kultima, Paul Igor Costea, Coralie Fournier, Yuanlong Pan, Gail Czarnecki-Maulden, Matthew Robert Hayward, Sofia K. Forslund, Thomas Sebastian Benedikt Schmidt, Patrick Descombes, Janet R. Jackson, Qinghong Li and Peer Bork",4/19/2018,"Gut microbes influence their hosts in many ways, in particular by modulating the impact of diet. These effects have been studied most extensively in humans and mice. In this work, we used whole genome metageno...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0450-3,"Qinghong Li,Peer Bork","Microbiome, Diet, Metagenomics, Dog microbiome, Human microbiome, Mouse microbiome, Pig microbiome","Qinghong.li@rd.nestle.com, bork@embl.de"
A comparison of methods used to unveil the genetic and metabolic pool in the built environment,"Cinta Gomez-Silvan, Marcus H. Y. Leung, Katherine A. Grue, Randeep Kaur, Xinzhao Tong, Patrick K. H. Lee and Gary L. Andersen",4/16/2018,"A majority of indoor residential microbes originate from humans, pets, and outdoor air and are not adapted to the built environment (BE). Consequently, a large portion of the microbes identified by DNA-based m...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0453-0,"Patrick K. H. Lee,Gary L. Andersen","DNA, RNA, Indoor microbiome, Surface, Air, Sample storage, RNAStable, Extraction kit","patrick.kh.lee@cityu.edu.hk, glandersen@lbl.gov"
Multi-cohort analysis of colorectal cancer metagenome identified altered bacteria across populations and universal bacterial markers,"Zhenwei Dai, Olabisi Oluwabukola Coker, Geicho Nakatsu, William K. K. Wu, Liuyang Zhao, Zigui Chen, Francis K. L. Chan, Karsten Kristiansen, Joseph J. Y. Sung, Sunny Hei Wong and Jun Yu",4/11/2018,Alterations of gut microbiota are associated with colorectal cancer (CRC) in different populations and several bacterial species were found to contribute to the tumorigenesis. The potential use of gut microbes...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0451-2,"Sunny Hei Wong,Jun Yu","Colorectal cancer, Microbiota, Diagnostic marker, Ecology","wonghei@cuhk.edu.hk, junyu@cuhk.edu.hk"
Fast acquisition of a polysaccharide fermenting gut microbiome by juvenile green turtles Chelonia mydas after settlement in coastal habitats,"Patricia Campos, Miriam Guivernau, Francesc X. Prenafeta-Boldú and Luis Cardona",4/10/2018,"Tetrapods do not express hydrolases for cellulose and hemicellulose assimilation, and hence, the independent acquisition of herbivory required the establishment of new endosymbiotic relationships between tetra...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0454-z,Luis Cardona,"Tetrapods, Herbivorous, Microbial communities, Chelonia mydas, 16S rRNA, Fermentation",luis.cardona@ub.edu
Reproducible protocols for metagenomic analysis of human faecal phageomes,"Andrey N. Shkoporov, Feargal J. Ryan, Lorraine A. Draper, Amanda Forde, Stephen R. Stockdale, Karen M. Daly, Siobhan A. McDonnell, James A. Nolan, Thomas D.S. Sutton, Marion Dalmasso, Angela McCann, R. Paul Ross and Colin Hill",4/10/2018,"Recent studies have demonstrated that the human gut is populated by complex, highly individual and stable communities of viruses, the majority of which are bacteriophages. While disease-specific alterations in...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0446-z,Colin Hill,"Human gut microbiome, Phageome, Virome, Bacteriophage, Metagenomics",c.hill@ucc.ie
Characterizing oral microbial communities across dentition states and colonization niches,"Matthew R. Mason, Stephanie Chambers, Shareef M. Dabdoub, Sarat Thikkurissy and Purnima S. Kumar",4/10/2018,"The present study aimed to identify patterns and processes in acquisition of oral bacteria and to characterize the microbiota of different dentition states and habitats. Mucosal, salivary, supragingival, and ...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0443-2,Purnima S. Kumar,"Bacteria, DNA, Pyrosequencing, 16S, Saliva, Supragingival, Subgingival, Acquisition",kumar.83@osu.edu
Gut-dependent microbial translocation induces inflammation and cardiovascular events after ST-elevation myocardial infarction,"Xin Zhou, Jing Li, Junli Guo, Bin Geng, Wenjie Ji, Qian Zhao, Jinlong Li, Xinlin Liu, Junxiang Liu, Zhaozeng Guo, Wei Cai, Yongqiang Ma, Dong Ren, Jun Miao, Shaobo Chen, Zhuoli Zhang…",4/3/2018,Post-infarction cardiovascular remodeling and heart failure are the leading cause of myocardial infarction (MI)-driven death during the past decades. Experimental observations have involved intestinal microbio...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0441-4,"Yuming Li,Jun Cai","Myocardial infarction, Gut permeability, Microbial translocation, Cardiovascular outcome","cardiolab@gmail.com, caijun@fuwaihospital.org"
Phages infecting Faecalibacterium prausnitzii belong to novel viral genera that help to decipher intestinal viromes,"Jeffrey K. Cornuault, Marie-Agnès Petit, Mahendra Mariadassou, Leandro Benevides, Elisabeth Moncaut, Philippe Langella, Harry Sokol and Marianne De Paepe",4/3/2018,"Viral metagenomic studies have suggested a role for bacteriophages in intestinal dysbiosis associated with several human diseases. However, interpretation of viral metagenomic studies is limited by the lack of...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0452-1,Marianne De Paepe,"Bacteriophages, Faecalibacterium prausnitzii, Inflammatory bowel disease, Comparative genomics, Prophages",marianne.depaepe@inra.fr
Host-microbe interactions in octocoral holobionts - recent advances and perspectives,"Jeroen A. J. M. van de Water, Denis Allemand and Christine Ferrier-Pagès",4/2/2018,"Octocorals are one of the most ubiquitous benthic organisms in marine ecosystems from the shallow tropics to the Antarctic deep sea, providing habitat for numerous organisms as well as ecosystem services for h...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0431-6,Jeroen A. J. M. van de Water,"Microbiome, Holobiont, Symbiodinium, Immunity, Bacteria, Fungi, Gorgonians, Octocoral, Soft coral",jvdewater@centrescientifique.mc
The active microbial community more accurately reflects the anaerobic digestion process: 16S rRNA (gene) sequencing as a predictive tool,"Jo De Vrieze, Ameet J. Pinto, William T. Sloan and Umer Zeeshan Ijaz",4/2/2018,Amplicon sequencing methods targeting the 16S rRNA gene have been used extensively to investigate microbial community composition and dynamics in anaerobic digestion. These methods successfully characterize am...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0449-9,Umer Zeeshan Ijaz,"Biogas, Illumina sequencing, Methane, Methanogenesis",Umer.Ijaz@glasgow.ac.uk
Assessment of microbiome changes after rumen transfaunation: implications on improving feed efficiency in beef cattle,"Mi Zhou, Yong-Jia Peng, Yanhong Chen, Christen M. Klinger, Masahito Oba, Jian-Xin Liu and Le Luo Guan",3/27/2018,Understanding the host impact on its symbiotic microbiota is important in redirecting the rumen microbiota and thus improving animal performance. The current study aimed to understand how rumen microbiota were...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0447-y,Le Luo Guan,"Adaptation, Beef cattle, Transfaunation, Rumen microbiota",lguan@ualberta.ca
Hybridization capture reveals microbial diversity missed using current profiling methods,Cyrielle Gasc and Pierre Peyret,3/27/2018,"Microorganisms comprise the majority of living organisms on our planet. For many years, exploration of the composition of microbial communities has been performed through the PCR-based study of the small subun...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0442-3,Pierre Peyret,"Hybridization capture, Microbial community profiling, 16S rRNA gene",pierre.peyret@uca.fr
"Seasonal and algal diet-driven patterns of the digestive microbiota of the European abalone Haliotis tuberculata, a generalist marine herbivore","Angélique Gobet, Laëtitia Mest, Morgan Perennou, Simon M Dittami, Claire Caralp, Céline Coulombet, Sylvain Huchette, Sabine Roussel, Gurvan Michel and Catherine Leblanc",3/27/2018,"Holobionts have a digestive microbiota with catabolic abilities allowing the degradation of complex dietary compounds for the host. In terrestrial herbivores, the digestive microbiota is known to degrade compl...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0430-7,"Angélique Gobet,Gurvan Michel,Catherine Leblanc","Microbe-host interactions, Digestive microbiota, Abalone, Macroalgae, Holobiont","angeliquegobet@gmail.com, gurvan.michel@sb-roscoff.fr, catherine.leblanc@sb-roscoff.fr"
Microbial interactions within the plant holobiont,"M. Amine Hassani, Paloma Durán and Stéphane Hacquard",3/27/2018,"Since the colonization of land by ancestral plant lineages 450 million years ago, plants and their associated microbes have been interacting with each other, forming an assemblage of species that is often refe...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0445-0,Stéphane Hacquard,"Microbe-microbe interactions, Holobiont, Plant microbiota, Competition, Cooperation",hacquard@mpipz.mpg.de
High salt diet exacerbates colitis in mice by decreasing Lactobacillus levels and butyrate production,"Pedro M. Miranda, Giada De Palma, Viktoria Serkis, Jun Lu, Marc P. Louis-Auguste, Justin L. McCarville, Elena F. Verdu, Stephen M. Collins and Premysl Bercik",3/22/2018,"Changes in hygiene and dietary habits, including increased consumption of foods high in fat, simple sugars, and salt that are known to impact the composition and function of the intestinal microbiota, may expl...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0433-4,Premysl Bercik,"Salt, NaCl, Western diet, Colitis, Microbiota, Lactobacillus, Butyrate, MAPK-pathway",bercikp@mcmaster.ca
Microbiota inoculum composition affects holobiont assembly and host growth in Daphnia,"Martijn Callens, Hajime Watanabe, Yasuhiko Kato, Jun Miura and Ellen Decaestecker",3/22/2018,Host-associated microbiota is often acquired by horizontal transmission of microbes present in the environment. It is hypothesized that differences in the environmental pool of colonizers can influence microbi...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0444-1,Ellen Decaestecker,"Daphnia-microbiota interactions, Antibiotic exposure, Holobiont assembly, Microbiota transmission",ellen.decaestecker@kuleuven.be
Microbiome–host systems interactions: protective effects of propionate upon the blood–brain barrier,"Lesley Hoyles, Tom Snelling, Umm-Kulthum Umlai, Jeremy K. Nicholson, Simon R. Carding, Robert C. Glen and Simon McArthur",3/21/2018,"Gut microbiota composition and function are symbiotically linked with host health and altered in metabolic, inflammatory and neurodegenerative disorders. Three recognised mechanisms exist by which the microbio...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0439-y,"Lesley Hoyles,Simon McArthur","Stress-reducing Behaviors, Human Brain Endothelium, Trans-endothelial Electrical Resistance (TEER), Signaling Pathway Impact Analysis (SPIA), Enrichr","lesley.hoyles11@imperial.ac.uk, s.mcarthur@qmul.ac.uk"
Predominant gut Lactobacillus murinus strain mediates anti-inflammaging effects in calorie-restricted mice,"Fengwei Pan, Liying Zhang, Min Li, Yingxin Hu, Benhua Zeng, Huijuan Yuan, Liping Zhao and Chenhong Zhang",3/21/2018,"Calorie restriction (CR), which has a potent anti-inflammaging effect, has been demonstrated to induce dramatic changes in the gut microbiota. Whether the modulated gut microbiota contributes to the attenuatio...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0440-5,Chenhong Zhang,"Calorie restriction, Gut microbiota, Chronic inflammation, Lifespan, Lactobacillus murinus",zhangchenhong@sjtu.edu.cn
"Trees, fungi and bacteria: tripartite metatranscriptomics of a root microbiome responding to soil contamination","E. Gonzalez, F. E. Pitre, A. P. Pagé, J. Marleau, W. Guidi Nissim, M. St-Arnaud, M. Labrecque, S. Joly, E. Yergeau and N. J. B. Brereton",3/21/2018,"One method for rejuvenating land polluted with anthropogenic contaminants is through phytoremediation, the reclamation of land through the cultivation of specific crops. The capacity for phytoremediation crops...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0432-5,N. J. B. Brereton,"Metatranscriptomics, Microbiome, Salix, Rhizosphere, Phytoremediation",Nicholas.brereton@umontreal.ca
Microbial modulation of plant ethylene signaling: ecological and evolutionary consequences,"Mohammadhossein Ravanbakhsh, Rashmi Sasidharan, Laurentius A. C. J. Voesenek, George A. Kowalchuk and Alexandre Jousset",3/21/2018,The plant hormone ethylene is one of the central regulators of plant development and stress resistance. Optimal ethylene signaling is essential for plant fitness and is under strong selection pressure. Plants ...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0436-1,Alexandre Jousset,"Evolution, Holobiont, Plant, Phenotype, Physiology, Ethylene, Microbiota, Microbiome, ACC deaminase",A.L.C.Jousset@uu.nl
Species classifier choice is a key consideration when analysing low-complexity food microbiome data,"Aaron M. Walsh, Fiona Crispie, Orla O’Sullivan, Laura Finnegan, Marcus J. Claesson and Paul D. Cotter",3/20/2018,"The use of shotgun metagenomics to analyse low-complexity microbial communities in foods has the potential to be of considerable fundamental and applied value. However, there is currently no consensus with res...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0437-0,Paul D. Cotter,"Shotgun metagenomics, Sequencing platform comparison, Low-complexity microbiome",Paul.cotter@teagasc.ie
The mosquito holobiont: fresh insight into mosquito-microbiota interactions,"Morgane Guégan, Karima Zouache, Colin Démichel, Guillaume Minard, Van Tran Van, Patrick Potier, Patrick Mavingui and Claire Valiente Moro",3/20/2018,"The holobiont concept was first developed for coral ecosystems but has been extended to multiple organisms, including plants and other animals. Studies on insect-associated microbial communities have produced ...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0435-2,Claire Valiente Moro,"Mosquito, Pan-microbiota, Multiple interactions, Symbiosis, Adaptation, Pathogen transmission",claire.valiente-moro@univ-lyon1.fr
"Microbiome and ecotypic adaption of Holcus lanatus (L.) to extremes of its soil pH range, investigated through transcriptome sequencing","Ellen Young, Manus Carey, Andrew A. Meharg and Caroline Meharg",3/20/2018,"Plants can adapt to edaphic stress, such as nutrient deficiency, toxicity and biotic challenges, by controlled transcriptomic responses, including microbiome interactions. Traditionally studied in model plant ...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0434-3,Caroline Meharg,"Holcus lanatus, Eukaryotic microbiome, Meta-transcriptomics, Community composition, Gene expression, Gene function, Edaphic stress",caroline.meharg@qub.ac.uk
Holobionts and ecological speciation: the intestinal microbiota of lake whitefish species pairs,"Maelle Sevellec, Nicolas Derome and Louis Bernatchez",3/14/2018,"It is well established that symbionts have considerable impact on their host, yet the investigation of the possible role of the holobiont in the host’s speciation process is still in its infancy. In this study...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0427-2,Maelle Sevellec,Whitefish intestinal microbiota-speciation,maelle.sevellec@gmail.com
The sponge holobiont in a changing ocean: from microbes to ecosystems,"L. Pita, L. Rix, B. M. Slaby, A. Franke and U. Hentschel",3/9/2018,"The recognition that all macroorganisms live in symbiotic association with microbial communities has opened up a new field in biology. Animals, plants, and algae are now considered holobionts, complex ecosyste...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0428-1,L. Pita,"Sponges, Holobiont, Health, Symbiosis, Microbiome, Nested ecosystems, Stress, Climate change, Dysbiosis, Disease",lpita@geomar.de
Taxa-function robustness in microbial communities,Alexander Eng and Elhanan Borenstein,3/2/2018,The species composition of a microbial community is rarely fixed and often experiences fluctuations of varying degrees and at varying frequencies. These perturbations to a community’s taxonomic profile natural...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0425-4,Elhanan Borenstein,"Microbial community, Taxa-function relationship, Robustness",elbo@uw.edu
“Candidatus Paraporphyromonas polyenzymogenes” encodes multi-modular cellulases linked to the type IX secretion system,"A. E. Naas, L. M. Solden, A. D. Norbeck, H. Brewer, L. H. Hagen, I. M. Heggenes, A. C. McHardy, R. I. Mackie, L. Paša-Tolić, M. Ø. Arntzen, V. G. H. Eijsink, N. M. Koropatkin, M. Hess, K. C. Wrighton and P. B. Pope",3/1/2018,"In nature, obligate herbivorous ruminants have a close symbiotic relationship with their gastrointestinal microbiome, which proficiently deconstructs plant biomass. Despite decades of research, lignocellulose ...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0421-8,P. B. Pope,"Type IX secretion system, Carbohydrate-active enzymes, Cellulases, Bacteroidetes",phil.pope@nmbu.no
Differential human gut microbiome assemblages during soil-transmitted helminth infections in Indonesia and Liberia,"Bruce A. Rosa, Taniawati Supali, Lincoln Gankpala, Yenny Djuardi, Erliyani Sartono, Yanjiao Zhou, Kerstin Fischer, John Martin, Rahul Tyagi, Fatorma K. Bolay, Peter U. Fischer, Maria Yazdanbakhsh and Makedonka Mitreva",2/28/2018,"The human intestine and its microbiota is the most common infection site for soil-transmitted helminths (STHs), which affect the well-being of ~ 1.5 billion people worldwide. The complex cross-kingdom interact...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0416-5,Makedonka Mitreva,"Helminth, Nematode, Microbiota, Metagenome, Parasite, Intestine, 16S rRNA gene",mmitreva@wustl.edu
A novel affordable reagent for room temperature storage and transport of fecal samples for metagenomic analyses,"Mo Han, Lilan Hao, Yuxiang Lin, Fang Li, Jian Wang, Huanming Yang, Liang Xiao, Karsten Kristiansen, Huijue Jia and Junhua Li",2/27/2018,"The number of large-scale studies on the gut microbiota in human cohorts is rapidly increasing. However, the few and expensive options for storage of fecal samples at room temperature have been an obstacle for...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0429-0,"Mo Han,Huijue Jia,	Junhua Li","Fecal sample, Room temperature storage, Room temperature transport, Metagenomic sequencing, N-octylpyridinium bromide","hanmo@genomics.cn, jiahuijue@genomics.cn, lijunhua@genomics.cn"
Improving saliva shotgun metagenomics by chemical host DNA depletion,"Clarisse A. Marotz, Jon G. Sanders, Cristal Zuniga, Livia S. Zaramela, Rob Knight and Karsten Zengler",2/27/2018,"Shotgun sequencing of microbial communities provides in-depth knowledge of the microbiome by cataloging bacterial, fungal, and viral gene content within a sample, providing an advantage over amplicon sequencin...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0426-3,Karsten Zengler,"Microbiome, Host depletion, Microbial enrichment, Propidium monoazide, Shotgun sequencing, Saliva",kzengler@ucsd.edu
Correcting for 16S rRNA gene copy numbers in microbiome surveys remains an unsolved problem,"Stilianos Louca, Michael Doebeli and Laura Wegener Parfrey",2/26/2018,"The 16S ribosomal RNA gene is the most widely used marker gene in microbial ecology. Counts of 16S sequence variants, often in PCR amplicons, are used to estimate proportions of bacterial and archaeal taxa in ...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0420-9,Stilianos Louca,"16S rRNA, Gene copy number, Microbiome surveys, Phylogenetic reconstruction",louca.research@gmail.com
A reservoir of ‘historical’ antibiotic resistance genes in remote pristine Antarctic soils,"Marc W. Van Goethem, Rian Pierneef, Oliver K. I. Bezuidt, Yves Van De Peer, Don A. Cowan and Thulani P. Makhalanyane",2/23/2018,"Soil bacteria naturally produce antibiotics as a competitive mechanism, with a concomitant evolution, and exchange by horizontal gene transfer, of a range of antibiotic resistance mechanisms. Surveys of bacter...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0424-5,Thulani P. Makhalanyane,"Antibiotic resistance genes, Soil resistome, Antarctica, Metagenomics",Thulani.makhalanyane@up.ac.za
"Thermal regime and host clade, rather than geography, drive Symbiodinium and bacterial assemblages in the scleractinian coral Pocillopora damicornis sensu lato","Kelly Brener-Raffalli, Camille Clerissi, Jeremie Vidal-Dupiol, Mehdi Adjeroud, François Bonhomme, Marine Pratlong, Didier Aurelle, Guillaume Mitta and Eve Toulza",2/20/2018,"Although the term holobiont has been popularized in corals with the advent of the hologenome theory of evolution, the underlying concepts are still a matter of debate. Indeed, the relative contribution of host...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0423-6,Eve Toulza,"Coral holobiont, Microbiota, Bacterial communities, Symbiodinium assemblages, Thermal adaptation, Scleractinian corals, Coral reefs, Pocillopora damicornis",eve.toulza@univ-perp.fr
The genomic underpinnings of eukaryotic virus taxonomy: creating a sequence-based framework for family-level virus classification,Pakorn Aiewsakun and Peter Simmonds,2/20/2018,"The International Committee on Taxonomy of Viruses (ICTV) classifies viruses into families, genera and species and provides a regulated system for their nomenclature that is universally used in virus descripti...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0422-7,Peter Simmonds,"Virus, Metagenomic, Taxonomy, Virus classification, Taxon, Hidden Markov model, Baltimore classification",Peter.Simmonds@ndm.ox.ac.uk
"The antibiotic resistome and microbiota landscape of refugees from Syria, Iraq and Afghanistan in Germany","Robert Häsler, Christian Kautz, Ateequr Rehman, Rainer Podschun, Volker Gassling, Pius Brzoska, Jon Sherlock, Jan-Thorsten Gräsner, Gesine Hoppenstedt, Sabine Schubert, Astrid Ferlinz, Wolfgang Lieb, Matthias Laudes, Femke-Anouska Heinsen, Jens Scholz, Dag Harmsen…",2/20/2018,"Multidrug-resistant bacteria represent a substantial global burden for human health, potentially fuelled by migration waves: in 2015, 476,649 refugees applied for asylum in Germany mostly as a result of the Sy...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0414-7,"Philip Rosenstiel,Stefan Schreiber","Antibiotic resistance, Resistome, Human, Refugees","p.rosenstiel@mucosa.de, s.schreiber@mucosa.de"
Gut microbiota trajectory in early life may predict development of celiac disease,"Marta Olivares, Alan W. Walker, Amalia Capilla, Alfonso Benítez-Páez, Francesc Palau, Julian Parkhill, Gemma Castillejo and Yolanda Sanz",2/20/2018,To investigate whether alterations in the developing intestinal microbiota and immune markers precede celiac disease (CD) onset in infants at familial risk of developing the disease.,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0415-6,Marta Olivares,"Celiac disease, Intestinal microbiology, HLA genes",m.olivares@iata.csic.es
Type 1 diabetes susceptibility alleles are associated with distinct alterations in the gut microbiota,"Jane A. Mullaney, Juliette E. Stephens, Mary-Ellen Costello, Cai Fong, Brooke E. Geeling, Patrick G. Gavin, Casey M. Wright, Timothy D. Spector, Matthew A. Brown and Emma E. Hamilton-Williams",2/17/2018,Dysbiosis of the gut microbiota has been implicated in the pathogenesis of many autoimmune conditions including type 1 diabetes (T1D). It is unknown whether changes in the gut microbiota observed in T1D are du...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0417-4,Emma E. Hamilton-Williams,"Gut microbiota, Type 1 diabetes, Genetic susceptibility, Interleukin-2 pathway, Autoimmunity",e.hamiltonwilliams@uq.edu.au
Antibiotic-mediated changes in the fecal microbiome of broiler chickens define the incidence of antibiotic resistance genes,"Wenguang Xiong, Yulin Wang, Yongxue Sun, Liping Ma, Qinglin Zeng, Xiaotao Jiang, Andong Li, Zhenling Zeng and Tong Zhang",2/13/2018,Antimicrobial agents have been widely used in animal farms to prevent and treat animal diseases and to promote growth. Antimicrobial agents may change the bacterial community and enhance the resistome in anima...,https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0419-2,"Zhenling Zeng,Tong Zhang","Metagenome, Antibiotic resistance genes, Resistome, Bacterial community, Feces, Chickens","zlzeng@scau.edu.cn, zhangt@hku.hk"
MetaLonDA: a flexible R package for identifying time intervals of differentially abundant features in metagenomic longitudinal studies,"Ahmed A. Metwally, Jie Yang, Christian Ascoli, Yang Dai, Patricia W. Finn and David L. Perkins",2/13/2018,"Microbial longitudinal studies are powerful experimental designs utilized to classify diseases, determine prognosis, and analyze microbial systems dynamics. In longitudinal studies, only identifying differenti...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0402-y,"Yang Dai,Patricia W. Finn,David L. Perkins","Metagenomics, Microbiome, Differential abundance, Longitudinal studies, Time series, Smoothing splines, Negative binomial distribution","yangdai@uic.edu, pwfinn@uic.edu, perkinsd@uic.edu"
The Populus holobiont: dissecting the effects of plant niches and genotype on the microbiome,"M. A. Cregger, A. M. Veach, Z. K. Yang, M. J. Crouch, R. Vilgalys, G. A. Tuskan and C. W. Schadt",2/12/2018,"Microorganisms serve important functions within numerous eukaryotic host organisms. An understanding of the variation in the plant niche-level microbiome, from rhizosphere soils to plant canopies, is imperativ...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0413-8,C. W. Schadt,"Populus deltoides, Populus trichocarpa × deltoides hybrid, 16S rRNA, ITS2, Fungal pathogen",schadtcw@ornl.gov
Effect of heat shock on hot water plumbing microbiota and Legionella pneumophila control,"Pan Ji, William J. Rhoads, Marc A. Edwards and Amy Pruden",2/9/2018,"Heat shock is a potential control strategy for Legionella pneumophila in hot water plumbing systems. However, it is not consistently effective, with little understanding of its influence on the broader plumbing m...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0406-7,Amy Pruden,"Heat shock, Hot water plumbing, Distal taps, Opportunistic pathogens—biofilm, 16S rRNA gene amplicon sequencing",apruden@vt.edu
The implausible “in vivo” role of hydrogen peroxide as an antimicrobial factor produced by vaginal microbiota,"Gilda Tachedjian, Deirdre E. O’Hanlon and Jacques Ravel",2/6/2018,"In the cervicovaginal environment, the production of hydrogen peroxide (H2O2) by vaginal Lactobacillus spp. is often mentioned as a critical factor to the in vivo vaginal microbiota antimicrobial properties. We p...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0418-3,"Gilda Tachedjian,Jacques Ravel","Vaginal Microbiota, Vaginal Lactobacilli, Bacterial Vaginosis, Cervicovaginal Fluid (CVF), Antimicrobial Role","gilda.tachedjian@burnet.edu.au, jravel@som.umaryland.edu"
Effects of predation stress and food ration on perch gut microbiota,"Yinghua Zha, Alexander Eiler, Frank Johansson and Richard Svanbäck",2/6/2018,"Gut microbiota provide functions of importance to influence hosts’ food digestion, metabolism, and protection against pathogens. Factors that affect the composition and functions of gut microbial communities a...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0400-0,Yinghua Zha,"Gut microbial communities, Freshwater fish, Predation stress, Food ration, 16S rRNA",yinghua.zha@ebc.uu.se
Spatial scale affects the relative role of stochasticity versus determinism in soil bacterial communities in wheat fields across the North China Plain,"Yu Shi, Yuntao Li, Xingjia Xiang, Ruibo Sun, Teng Yang, Dan He, Kaoping Zhang, Yingying Ni, Yong-Guan Zhu, Jonathan M. Adams and Haiyan Chu",2/5/2018,"The relative importance of stochasticity versus determinism in soil bacterial communities is unclear, as are the possible influences that alter the balance between these. Here, we investigated the influence of...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0409-4,Haiyan Chu,"Deterministic, Stochastic, Bacterial diversity, βNTI, Soil pH, PCNM",hychu@issas.ac.cn
Individual and household attributes influence the dynamics of the personal skin microbiota and its association network,"Marcus H. Y. Leung, Xinzhao Tong, David Wilkins, Hedwig H. L. Cheung and Patrick K. H. Lee",2/2/2018,"Numerous studies have thus far characterized the temporal dynamics of the skin microbiota of healthy individuals. However, there is no information regarding the dynamics of different microbial association netw...",https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-018-0412-9,Patrick K. H. Lee,"Skin Microbiota, Association Network Structure, Cutaneous Microbiota, Tenant Households, Skin Sites",patrick.kh.lee@cityu.edu.hk
